,Unnamed: 0,fixture.id,fixture.referee,fixture.timezone,fixture.date,fixture.timestamp,fixture.periods.first,fixture.periods.second,fixture.venue.id,fixture.venue.name,fixture.venue.city,fixture.status.long,fixture.status.short,fixture.status.elapsed,league.id,league.name,league.country,league.logo,league.flag,league.season,league.round,teams.home.id,teams.home.name,teams.home.logo,teams.home.winner,teams.away.id,teams.away.name,teams.away.logo,teams.away.winner,goals.home,goals.away,score.halftime.home,score.halftime.away,score.fulltime.home,score.fulltime.away,score.extratime.home,score.extratime.away,score.penalty.home,score.penalty.away,home.streak,away.streak,home.win.percent,away.win.percent,home.h2h.win.percent,away.h2h.win.percent,air.temp,cloud.amount,dewpoint.temp,rain.amount,rain.intensity,humidity,wind.speed,station.distance,team,opponent,home,result,streak,opp.streak,win.percent,opp.win.percent,h2h.win.percent,opp.h2h.win.percent,team.last.placement,opponent.last.placement
21,21,522630,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,0,-1,0.3333333333333333,0.3333333333333333,0.5,0.5,12.139999999999999,0.0,-1.28,,,39.4,3.3600000000000003,4,haka,Turku PS,0,False,-1,0,0.3333333333333333,0.3333333333333333,0.5,0.5,10,3
22,22,522631,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Lahden Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,5.0,0.0,2.0,0.0,5.0,,,,,-1,2,0.6666666666666666,1.0,0.5,0.5,12.589999999999998,0.8,-1.41,,,37.9,1.0800000000000003,3,FC Lahti,Inter Turku,1,False,-1,2,0.6666666666666666,1.0,0.5,0.5,13,2
22,22,522631,,UTC,2012-04-29T15:30:00+00:00,1335713400,1335713400.0,1335717000.0,,Lahden Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,5.0,0.0,2.0,0.0,5.0,,,,,-1,2,0.6666666666666666,1.0,0.5,0.5,12.589999999999998,0.8,-1.41,,,37.9,1.0800000000000003,3,Inter Turku,FC Lahti,0,True,2,-1,1.0,0.6666666666666666,0.5,0.5,2,13
23,23,522632,,UTC,2012-04-30T15:30:00+00:00,1335799800,1335799800.0,1335803400.0,,Harjun stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,1171,JJK,https://media.api-sports.io/football/teams/1171.png,False,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,,1,1,0.3333333333333333,0.3333333333333333,0.5,0.5,11.690000000000001,6.6,-3.2399999999999998,,,35.1,2.02,17,JJK,vaasa PS,1,False,1,1,0.3333333333333333,0.3333333333333333,0.5,0.5,7,11
23,23,522632,,UTC,2012-04-30T15:30:00+00:00,1335799800,1335799800.0,1335803400.0,,Harjun stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 4,1171,JJK,https://media.api-sports.io/football/teams/1171.png,False,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,True,0.0,2.0,0.0,1.0,0.0,2.0,,,,,1,1,0.3333333333333333,0.3333333333333333,0.5,0.5,11.690000000000001,6.6,-3.2399999999999998,,,35.1,2.02,17,vaasa PS,JJK,0,True,1,1,0.3333333333333333,0.3333333333333333,0.5,0.5,11,7
5,5,522614,,UTC,2012-05-02T15:30:00+00:00,1335972600,1335972600.0,1335976200.0,,Jakobstads Centralplan,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,1,3,0.3333333333333333,1.0,0.5,0.5,7.38,6.0,-3.13,,,47.3,6.340000000000002,22,FF Jaro,Inter Turku,1,False,1,3,0.3333333333333333,1.0,0.5,0.5,12,2
5,5,522614,,UTC,2012-05-02T15:30:00+00:00,1335972600,1335972600.0,1335976200.0,,Jakobstads Centralplan,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 1,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,1,3,0.3333333333333333,1.0,0.5,0.5,7.38,6.0,-3.13,,,47.3,6.340000000000002,22,Inter Turku,FF Jaro,0,True,3,1,1.0,0.3333333333333333,0.5,0.5,2,12
96,96,522705,,UTC,2012-05-02T15:30:00+00:00,1335972600,1335972600.0,1335976200.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 17,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,,-1,-1,0.0,0.5,0.5,0.5,7.460000000000001,6.4,1.7100000000000002,,,67.0,3.3999999999999995,2,KuPS,HJK helsinki,1,False,-1,-1,0.0,0.5,0.5,0.5,4,1
96,96,522705,,UTC,2012-05-02T15:30:00+00:00,1335972600,1335972600.0,1335976200.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 17,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,0.0,3.0,0.0,0.0,0.0,3.0,,,,,-1,-1,0.0,0.5,0.5,0.5,7.460000000000001,6.4,1.7100000000000002,,,67.0,3.3999999999999995,2,HJK helsinki,KuPS,0,True,-1,-1,0.5,0.0,0.5,0.5,1,4
24,24,522633,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,,0,1,0.0,0.5,0.5,0.5,10.899999999999999,,5.155555555555555,,,67.77777777777777,5.466666666666666,4,Honka,Turku PS,1,False,0,1,0.0,0.5,0.5,0.5,8,3
24,24,522633,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,1169,Honka,https://media.api-sports.io/football/teams/1169.png,False,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,0.0,2.0,0.0,0.0,0.0,2.0,,,,,0,1,0.0,0.5,0.5,0.5,10.899999999999999,,5.155555555555555,,,67.77777777777777,5.466666666666666,4,Turku PS,Honka,0,True,1,0,0.5,0.0,0.5,0.5,3,8
25,25,522634,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Tehtaan kenttä,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,,-2,-1,0.25,0.25,0.5,0.5,10.290000000000001,,4.96,,,69.5,,22,haka,FF Jaro,1,True,-2,-1,0.25,0.25,0.5,0.5,10,12
25,25,522634,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Tehtaan kenttä,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,2080,haka,https://media.api-sports.io/football/teams/2080.png,True,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,4.0,1.0,3.0,1.0,4.0,1.0,,,,,-2,-1,0.25,0.25,0.5,0.5,10.290000000000001,,4.96,,,69.5,,22,FF Jaro,haka,0,False,-1,-2,0.25,0.25,0.5,0.5,12,10
26,26,522635,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,,2,0,0.5,0.25,0.5,0.5,6.57,8.0,6.3100000000000005,,,98.2,3.1599999999999997,1,vaasa PS,IFK Mariehamn,1,False,2,0,0.5,0.25,0.5,0.5,11,5
26,26,522635,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,1.0,2.0,0.0,0.0,1.0,2.0,,,,,2,0,0.5,0.25,0.5,0.5,6.57,8.0,6.3100000000000005,,,98.2,3.1599999999999997,1,IFK Mariehamn,vaasa PS,0,True,0,2,0.25,0.5,0.5,0.5,5,11
27,27,522636,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,,-2,1,0.0,0.75,0.5,0.5,4.23,7.7,3.6800000000000006,,,96.1,2.96,2,KuPS,MyPa,1,False,-2,1,0.0,0.75,0.5,0.5,4,9
27,27,522636,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,622.0,Savon Sanomat Areena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,1.0,2.0,1.0,1.0,1.0,2.0,,,,,-2,1,0.0,0.75,0.5,0.5,4.23,7.7,3.6800000000000006,,,96.1,2.96,2,MyPa,KuPS,0,True,1,-2,0.75,0.0,0.5,0.5,9,4
28,28,522637,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Harjun stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,1171,JJK,https://media.api-sports.io/football/teams/1171.png,True,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,-1,-2,0.25,0.5,0.5,0.5,6.22,7.4,6.06,,,99.0,1.8,17,JJK,FC Lahti,1,True,-1,-2,0.25,0.5,0.5,0.5,7,13
28,28,522637,,UTC,2012-05-05T15:30:00+00:00,1336231800,1336231800.0,1336235400.0,,Harjun stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,1171,JJK,https://media.api-sports.io/football/teams/1171.png,True,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,-1,-2,0.25,0.5,0.5,0.5,6.22,7.4,6.06,,,99.0,1.8,17,FC Lahti,JJK,0,False,-2,-1,0.5,0.25,0.5,0.5,13,7
29,29,522638,,UTC,2012-05-06T11:00:00+00:00,1336302000,1336302000.0,1336305600.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,,1,4,0.6,1.0,0.5,0.5,7.19,7.0,1.9,0.0,0.0,69.3,2.57,2,HJK helsinki,Inter Turku,1,True,1,4,0.6,1.0,0.5,0.5,1,2
29,29,522638,,UTC,2012-05-06T11:00:00+00:00,1336302000,1336302000.0,1336305600.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 5,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,,1,4,0.6,1.0,0.5,0.5,7.19,7.0,1.9,0.0,0.0,69.3,2.57,2,Inter Turku,HJK helsinki,0,False,4,1,1.0,0.6,0.5,0.5,2,1
30,30,522639,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,1171,JJK,https://media.api-sports.io/football/teams/1171.png,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,,-1,1,0.8,0.4,0.5,0.5,10.35,1.8,1.42,,,53.9,5.33,4,Inter Turku,JJK,1,True,-1,1,0.8,0.4,0.5,0.5,2,7
30,30,522639,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,1164,Inter Turku,https://media.api-sports.io/football/teams/1164.png,True,1171,JJK,https://media.api-sports.io/football/teams/1171.png,False,2.0,1.0,0.0,0.0,2.0,1.0,,,,,-1,1,0.8,0.4,0.5,0.5,10.35,1.8,1.42,,,53.9,5.33,4,JJK,Inter Turku,0,False,1,-1,0.4,0.8,0.5,0.5,7,2
31,31,522640,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Jakobstads Centralplan,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,1169,Honka,https://media.api-sports.io/football/teams/1169.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,-2,-1,0.2,0.0,0.5,0.5,7.12,7.0,0.52,,,62.8,,22,FF Jaro,Honka,1,False,-2,-1,0.2,0.0,0.5,0.5,12,8
31,31,522640,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Jakobstads Centralplan,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,False,1169,Honka,https://media.api-sports.io/football/teams/1169.png,True,0.0,1.0,0.0,0.0,0.0,1.0,,,,,-2,-1,0.2,0.0,0.5,0.5,7.12,7.0,0.52,,,62.8,,22,Honka,FF Jaro,0,True,-1,-2,0.0,0.2,0.5,0.5,8,12
32,32,522641,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Saviniemen jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,,2,1,0.8,0.4,0.5,0.5,6.8100000000000005,7.8,3.09,,,77.2,5.960000000000002,15,MyPa,haka,1,True,2,1,0.8,0.4,0.5,0.5,9,10
32,32,522641,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Saviniemen jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,True,2080,haka,https://media.api-sports.io/football/teams/2080.png,False,3.0,1.0,3.0,0.0,3.0,1.0,,,,,2,1,0.8,0.4,0.5,0.5,6.8100000000000005,7.8,3.09,,,77.2,5.960000000000002,15,haka,MyPa,0,False,1,2,0.4,0.8,0.5,0.5,10,9
33,33,522642,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,,2,-3,0.6666666666666666,0.0,1.0,0.0,8.870000000000001,7.0,3.6799999999999997,,,70.1,6.739999999999999,2,HJK helsinki,KuPS,1,True,2,-3,0.6666666666666666,0.0,1.0,0.0,1,4
33,33,522642,,UTC,2012-05-12T15:30:00+00:00,1336836600,1336836600.0,1336840200.0,,Sonera Stadium,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,649,HJK helsinki,https://media.api-sports.io/football/teams/649.png,True,1165,KuPS,https://media.api-sports.io/football/teams/1165.png,False,2.0,0.0,0.0,0.0,2.0,0.0,,,,,2,-3,0.6666666666666666,0.0,1.0,0.0,8.870000000000001,7.0,3.6799999999999997,,,70.1,6.739999999999999,2,KuPS,HJK helsinki,0,False,-3,2,0.0,0.6666666666666666,0.0,1.0,4,1
34,34,522643,,UTC,2012-05-13T11:00:00+00:00,1336906800,1336906800.0,1336910400.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2,-1,0.6,0.4,0.5,0.5,11.819999999999999,0.0,-3.3600000000000003,0.0,0.0,34.4,3.34,4,Turku PS,vaasa PS,1,True,2,-1,0.6,0.4,0.5,0.5,3,11
34,34,522643,,UTC,2012-05-13T11:00:00+00:00,1336906800,1336906800.0,1336910400.0,,Paavo Nurmi Stadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,1168,Turku PS,https://media.api-sports.io/football/teams/1168.png,True,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,False,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2,-1,0.6,0.4,0.5,0.5,11.819999999999999,0.0,-3.3600000000000003,0.0,0.0,34.4,3.34,4,vaasa PS,Turku PS,0,False,-1,2,0.4,0.6,0.5,0.5,11,3
35,35,522644,,UTC,2012-05-13T13:00:00+00:00,1336914000,1336914000.0,1336917600.0,,Wiklöf Holding Arena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,1,-3,0.4,0.4,0.5,0.5,8.73,0.0,-1.5899999999999999,,,48.5,5.19,3,IFK Mariehamn,FC Lahti,1,True,1,-3,0.4,0.4,0.5,0.5,5,13
35,35,522644,,UTC,2012-05-13T13:00:00+00:00,1336914000,1336914000.0,1336917600.0,,Wiklöf Holding Arena,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 6,587,IFK Mariehamn,https://media.api-sports.io/football/teams/587.png,True,1166,FC Lahti,https://media.api-sports.io/football/teams/1166.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,1,-3,0.4,0.4,0.5,0.5,8.73,0.0,-1.5899999999999999,,,48.5,5.19,3,FC Lahti,IFK Mariehamn,0,False,-3,1,0.4,0.4,0.5,0.5,13,5
36,36,522645,,UTC,2012-05-16T15:30:00+00:00,1337182200,1337182200.0,1337185800.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 7,1169,Honka,https://media.api-sports.io/football/teams/1169.png,True,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,,1,3,0.16666666666666666,0.8333333333333334,0.5,0.5,16.619999999999997,,5.08,,,46.4,3.88,4,Honka,MyPa,1,True,1,3,0.16666666666666666,0.8333333333333334,0.5,0.5,8,9
36,36,522645,,UTC,2012-05-16T15:30:00+00:00,1337182200,1337182200.0,1337185800.0,,Tapiolan Urheilupuisto,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 7,1169,Honka,https://media.api-sports.io/football/teams/1169.png,True,2243,MyPa,https://media.api-sports.io/football/teams/2243.png,False,2.0,1.0,1.0,1.0,2.0,1.0,,,,,1,3,0.16666666666666666,0.8333333333333334,0.5,0.5,16.619999999999997,,5.08,,,46.4,3.88,4,MyPa,Honka,0,False,3,1,0.8333333333333334,0.16666666666666666,0.5,0.5,9,8
37,37,522646,,UTC,2012-05-16T15:30:00+00:00,1337182200,1337182200.0,1337185800.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 7,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,Draw,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,Draw,1.0,1.0,0.0,1.0,1.0,1.0,,,,,-2,-3,0.3333333333333333,0.16666666666666666,0.5,0.5,14.48,7.0,3.59,,,48.0,4.22,1,vaasa PS,FF Jaro,1,Draw,-2,-3,0.3333333333333333,0.16666666666666666,0.5,0.5,11,12
37,37,522646,,UTC,2012-05-16T15:30:00+00:00,1337182200,1337182200.0,1337185800.0,,Hietalahden jalkapallostadion,,Match Finished,FT,90.0,244,Veikkausliiga,Finland,https://media.api-sports.io/football/leagues/244.png,https://media.api-sports.io/flags/fi.svg,2012,Regular Season - 7,650,vaasa PS,https://media.api-sports.io/football/teams/650.png,Draw,2075,FF Jaro,https://media.api-sports.io/football/teams/2075.png,Draw,1.0,1.0,0.0,1.0,1.0,1.0,,,,,-2,-3,0.3333333333333333,0.16666666666666666,0.5,0.5,14.48,7.0,3.59,,,48.0,4.22,1,FF Jaro,vaasa PS,0,Draw,-3,-2,0.16666666666666666,0.3333333333333333,0.5,0.5,12,11
